#{"t_start": 1780253741.6994593, "env_id": "None"}
r,l,t
326.60834,230,333.74368
284.59332,192,333.756257
292.5067,246,333.785995
360.06778,227,333.786054
295.3634,234,333.830673
296.79565,259,333.851573
250.33875,715,338.163027
338.98608,163,338.222611
316.66492,192,338.24743
290.6942,276,338.257775
337.30435,192,338.265368
70.31299,128,338.287498
300.2102,206,338.309106
326.27942,221,338.334952
269.36218,971,338.360145
314.2438,211,338.37327
318.5135,172,338.388597
343.84845,205,338.404724
304.29382,201,338.490299
317.26434,231,338.499881
294.63037,196,338.506509
325.88086,156,338.531015
297.52155,228,338.557885
326.31207,221,338.602532
305.67804,202,338.610436
139.3159,1000,338.616196
318.4759,239,338.658664
319.0197,220,338.667441
325.3376,212,338.674008
312.7627,197,338.674085
305.23163,197,338.701542
313.9051,205,338.727569
342.2107,175,338.793515
268.3806,236,338.797199
291.0426,230,338.801092
309.68433,186,338.803661
8.636253,154,338.867084
333.67126,232,338.898386
327.3427,172,338.904671
301.79486,222,338.929018
89.95754,141,338.937949
321.93103,169,338.952035
320.27014,174,338.952116
288.01212,184,338.988278
320.66248,307,339.051107
338.7708,159,339.074768
314.6618,204,339.078122
301.46088,277,339.093419
317.3412,185,339.11349
322.03137,280,339.149937
338.64,154,339.158817
288.1548,229,339.187672
271.27643,212,339.228303
313.6931,258,339.243202
317.20966,179,339.258803
307.90204,197,339.27417
320.4378,172,339.277977
302.49896,216,339.321665
316.82,175,339.34574
285.5251,245,339.348147
336.7588,180,339.374645
299.72003,286,339.390014
311.55786,190,339.415016
330.7811,206,339.431233
360.4752,207,339.472674
276.83728,185,339.485589
-31.221138,115,339.530095
305.34305,186,339.553659
303.71863,233,339.557381
346.85425,165,339.571468
288.41705,222,339.577107
303.77148,189,339.609098
299.64258,226,339.65389
325.26883,156,339.666163
319.91037,251,339.678457
291.78918,195,339.689855
270.48615,236,339.75686
265.5491,200,339.759971
319.44797,205,339.815554
315.33246,156,339.817556
320.6645,265,339.835709
312.84503,255,339.86824
349.97076,210,339.882557
322.78705,185,339.882639
297.51196,201,339.892298
306.25266,248,339.90413
364.52252,159,344.122525
310.85712,205,344.122608
344.23438,203,344.152122
300.28076,191,344.217451
352.37183,149,344.272702
299.82477,164,344.299842
316.83917,257,344.3052
293.73267,174,344.361936
286.89438,199,344.373086
319.10165,252,344.384717
323.59155,313,344.41001
282.66492,209,344.455499
276.0265,304,344.489901
344.82486,238,344.50308
293.07758,218,344.509189
314.3932,253,344.530756
277.7364,222,344.547051
305.0421,265,344.579855
284.52567,200,344.653682
328.09003,179,344.705469
293.09265,271,344.714138
322.11163,206,344.768845
329.93845,266,344.798142
301.8506,204,344.800151
283.5722,283,344.824836
294.09845,195,344.827219
298.3236,160,344.832199
297.19794,415,344.876657
271.51184,262,344.880324
336.43414,187,344.893313
269.7502,231,344.931715
331.7916,247,344.956265
264.35187,256,344.962225
330.58838,170,345.006207
301.67853,253,345.033342
287.93283,257,345.100409
315.28204,177,345.131742
346.4171,162,345.155093
294.91464,205,345.179611
302.05725,177,345.185193
327.9784,222,345.185272
313.11978,270,345.187364
295.573,173,345.194854
310.10434,264,345.224724
315.54456,244,345.248784
323.46945,267,345.261125
283.38,183,345.269011
342.83282,225,345.41371
313.23663,269,345.415175
340.32904,160,345.452379
319.85382,306,345.454571
319.70654,266,345.458424
320.32117,170,345.466233
327.02396,199,345.471208
332.01154,220,345.480549
301.07047,194,345.525694
317.55096,212,345.525777
309.44403,167,345.545527
352.12366,192,345.561252
318.5055,194,345.614459
304.12842,262,345.647105
320.8932,279,345.666955
355.32355,164,345.707896
281.6754,180,345.777014
346.20688,190,345.7821
348.06378,188,345.782139
360.40094,184,345.785052
318.51318,199,345.795363
349.284,170,345.827192
290.94406,200,345.894053
351.1001,228,345.904187
317.13843,266,350.291064
277.39807,197,350.298027
325.2895,318,350.321665
325.6657,211,350.353364
262.26886,190,350.58601
264.91583,342,350.734494
339.30615,248,350.784915
296.2783,557,350.967873
300.24866,641,351.147579
46.84009,1000,351.336484
292.43732,212,351.540807
295.88318,349,351.594592
217.71837,1000,351.611269
200.53363,935,351.801689
307.04126,263,351.825682
170.59116,1000,351.889686
255.3427,971,351.89187
165.43555,1000,351.898526
165.77695,1000,351.898607
193.30142,1000,352.023111
165.15442,1000,352.045995
184.1986,1000,352.054218
197.16681,1000,356.26856
347.2016,332,356.313482
309.01437,182,356.384422
290.46326,240,356.414015
324.4544,244,356.490855
181.05219,1000,356.522564
188.02148,1000,356.686143
127.71266,1000,356.735028
320.2086,545,356.757579
277.63605,375,356.908365
303.04895,392,356.910225
286.4684,282,357.001407
283.9808,255,357.152039
12.951141,159,357.268023
291.07797,529,357.317267
289.9896,727,357.317347
325.60376,246,357.321437
293.00543,419,357.376149
174.03482,1000,357.49448
314.86975,371,357.534766
308.02582,204,357.669455
188.80075,1000,357.68836
330.989,328,357.712984
299.10425,196,357.714844
166.15178,1000,357.784579
312.30408,310,357.849225
333.64432,358,357.887331
201.2507,1000,357.918572
186.72668,1000,357.949797
61.080143,1000,362.633434
338.0549,751,362.640582
158.79568,1000,362.704757
297.36642,240,362.741402
248.19434,262,362.754428
329.59256,398,362.79734
177.41771,1000,362.811167
297.3927,337,362.856643
262.6056,273,362.866261
305.70688,549,362.871764
305.71762,329,362.889565
299.98267,285,362.978248
332.67926,210,363.065309
266.93445,538,363.068862
297.52032,283,363.115065
284.8633,238,363.142495
299.83307,228,363.182441
293.91138,192,363.192476
302.35474,180,363.196344
268.37686,232,363.254135
304.7173,488,363.376625
273.54913,372,363.380163
319.7682,493,363.476474
323.43713,258,363.556152
332.7356,218,363.568706
339.29745,201,363.602622
333.80566,258,363.633204
310.75925,469,363.8644
334.08398,190,363.920066
334.02402,552,363.923589
297.35706,301,363.993702
303.10474,230,364.017833
172.15018,1000,364.168761
153.97415,1000,364.22058
302.73425,280,368.709085
285.7239,348,368.751215
217.35971,1000,368.753573
142.41872,1000,368.813863
343.79953,393,368.831771
355.84552,246,368.886317
136.31966,1000,369.014259
161.65356,1000,369.107859
298.818,223,369.156442
132.33804,1000,369.160483
261.80707,895,369.173389
330.54425,228,369.243558
269.74542,992,369.332566
319.05115,169,369.446594
166.68816,1000,369.525308
304.3719,206,369.525392
163.29677,1000,369.536998
321.33197,274,369.581659
330.52295,495,369.621899
228.47925,835,369.714453
317.6463,228,369.733924
334.76538,287,369.741699
330.2765,175,369.755822
293.62622,392,369.833889
184.80568,1000,369.83942
298.77887,204,369.878983
354.7528,537,369.95589
251.8374,264,370.036207
319.76404,311,370.071477
307.30106,198,370.089644
253.846,815,370.128091
170.99785,1000,370.146196
287.53992,268,370.196702
333.39825,277,370.203471
317.05212,339,370.205372
329.34253,407,370.227762
336.0559,253,370.27073
296.90442,239,370.289865
336.12946,192,370.36348
272.78204,327,374.622082
305.74426,198,374.643205
271.22147,419,374.658561
305.49844,219,374.707396
340.31354,212,374.735473
347.92065,189,374.795664
149.00826,1000,374.799696
276.34796,207,374.80521
138.8278,1000,374.86625
356.2443,163,374.915929
301.8881,239,374.924624
298.70966,289,374.944744
281.7237,186,374.976131
333.27618,192,374.999433
325.5968,231,375.102166
322.19983,198,375.130866
276.25964,204,375.137793
261.2616,458,375.168478
346.37708,218,375.233938
327.1147,270,375.254623
289.43964,187,375.254706
273.46893,212,375.268198
305.1361,210,375.274529
354.92572,220,375.358573
342.10025,160,375.431894
311.93146,187,375.455445
345.22128,181,375.485451
330.005,176,375.513658
220.97292,766,375.558656
307.85733,184,375.657469
327.20154,210,375.693398
304.14978,213,375.701319
304.44284,229,375.763628
301.08185,262,375.796114
281.41144,182,375.833442
288.13464,188,375.895617
-19.530746,108,375.907354
239.58807,792,375.924475
316.35596,247,375.994217
288.5333,213,376.032485
311.06665,249,376.06023
252.79385,755,376.060314
284.4782,247,376.240812
262.98138,797,376.297798
253.50017,922,376.309279
3.4771423,180,376.364248
335.42578,168,376.372126
276.028,173,376.577003
294.47687,438,376.605873
319.84042,297,380.990819
331.51617,200,381.021961
301.28235,170,381.026646
77.70683,174,381.041569
283.317,248,381.113599
338.1174,208,381.275428
124.99502,1000,381.283788
346.21942,181,381.32719
226.07184,512,381.354941
308.64197,222,381.367625
326.4384,215,381.412461
343.7643,195,381.447468
325.86447,322,381.503533
-143.0491,734,381.506141
266.67615,684,381.532096
235.97913,763,381.571338
286.9876,185,381.602631
119.17542,1000,381.636889
292.3253,229,381.66276
285.97522,203,381.705526
284.37616,236,381.729412
310.12445,217,381.780332
280.64838,264,381.807064
301.36835,198,381.842579
299.74295,191,381.858382
269.82098,880,381.880737
337.26077,266,381.901947
334.03546,181,381.953669
1.5999222,96,381.975023
326.27655,215,381.975183
322.28894,252,382.006133
154.92877,1000,382.011332
138.28299,1000,382.062297
64.98752,134,382.08458
301.63455,209,382.090444
342.01953,163,382.177786
334.81024,208,382.195118
259.65775,265,382.224958
338.94498,213,382.235568
343.6649,172,382.25837
312.36746,158,382.318244
308.59412,392,382.330648
243.7105,785,382.356477
281.66833,249,382.363667
311.59387,238,382.367024
307.86066,194,382.408872
339.41797,243,382.411564
347.8753,172,382.501733
329.86395,168,382.53298
364.0206,202,382.538295
320.96652,179,382.587422
312.9116,172,382.645198
306.12518,168,387.130941
273.87848,220,387.180846
342.28354,163,387.23079
348.60706,195,387.255181
279.7992,175,387.30102
292.6256,208,387.304495
328.59375,297,387.306903
245.13705,681,387.310585
318.57892,286,387.334323
266.57004,847,387.379905
283.14532,221,387.429313
362.698,199,387.473127
310.4356,213,387.53741
349.80298,149,387.553869
319.15207,239,387.636984
347.68872,211,387.656908
312.9068,217,387.677903
309.67505,177,387.679995
295.9396,254,387.736135
334.81454,186,387.74908
224.31332,788,387.790089
296.81305,188,387.88591
313.50278,238,387.889905
260.1508,358,387.953792
299.3349,182,387.977652
313.86603,262,387.998587
316.29868,188,388.008133
317.607,224,388.066544
303.84857,191,388.068147
337.10715,194,388.118909
317.28186,295,388.14711
273.9647,235,388.155666
263.016,890,388.194627
151.33202,1000,388.230927
234.36305,886,388.285689
244.89798,869,388.293232
288.06335,218,388.341472
297.20334,210,388.349759
299.1576,296,388.385996
309.70648,194,388.390965
295.884,241,388.412057
292.22284,160,388.416206
246.69302,717,388.480952
341.2827,215,388.486697
296.87225,321,388.613224
318.47168,192,388.615453
312.4572,237,388.635237
282.11737,261,388.639876
352.59662,174,388.647649
282.0218,183,388.658428
353.76367,169,388.704186
342.95502,186,388.707881
324.031,250,388.721149
356.7791,199,388.827999
289.20233,311,393.220068
310.71738,213,393.249511
321.36154,193,393.26083
289.97488,214,393.273536
302.72308,191,393.318079
341.45874,171,393.38405
263.52405,295,393.391193
270.14795,748,393.433631
294.96173,327,393.487104
235.19917,677,393.592626
274.74207,221,393.647077
351.7667,185,393.657924
314.0879,228,393.690119
307.6739,243,393.703998
281.16278,183,393.730455
314.85547,168,393.75082
247.48549,612,393.859298
340.20178,191,393.862843
159.95383,1000,393.988629
302.00763,339,394.021048
291.6441,196,394.028349
326.75418,202,394.030082
294.22852,180,394.039736
328.64395,246,394.058424
309.38422,205,394.067799
212.55948,792,394.077029
292.08252,202,394.121817
322.03845,262,394.223447
324.0648,211,394.236081
260.44263,735,394.241794
323.36398,162,394.291938
313.1678,245,394.316408
338.86823,178,394.378486
279.28662,177,394.42181
312.12225,197,394.46615
293.656,226,394.475484
275.5716,819,394.493483
287.2742,198,394.536199
300.93677,227,394.544696
279.72797,260,394.553914
319.1589,268,394.582589
271.53317,184,394.606523
285.15396,204,394.65717
317.33093,180,394.659347
278.9674,760,394.667386
295.94965,214,394.681289
301.96582,190,394.77951
295.44327,260,394.822751
145.14413,1000,394.845249
354.42032,182,394.879079
310.97418,208,394.891225
351.477,230,394.911671
303.5771,225,394.955988
302.6106,182,395.001554
326.6355,195,395.008944
311.32092,209,395.021434
337.11398,259,395.035399
357.0046,254,399.36182
303.42273,193,399.432705
284.43304,236,399.449214
294.7287,168,399.455608
292.2389,195,399.483324
287.06586,235,399.492958
301.8768,159,399.558005
320.49347,218,399.586815
316.43057,196,399.605154
316.63422,290,399.631941
328.04407,195,399.633968
272.998,200,399.702992
297.6488,186,399.750186
292.69965,561,399.775329
331.36743,197,399.813126
319.13058,219,399.828622
267.71643,711,399.91295
301.7025,200,399.913033
319.78857,189,399.940501
324.21857,208,399.999188
328.32907,240,400.011542
336.59625,243,400.061692
-1.827385,104,400.089893
283.10175,771,400.096136
339.96082,186,400.108756
268.46725,712,400.112217
303.1899,190,400.154061
321.2001,177,400.214884
312.25354,181,400.254001
331.97968,176,400.383785
312.47003,222,400.403019
315.70215,226,400.421798
325.51978,210,400.485615
276.21143,202,400.487987
304.3089,206,400.493129
277.43707,411,400.501129
298.32886,223,400.504768
344.6258,192,400.571848
312.68237,247,400.609579
318.05817,201,400.625156
318.2863,152,400.67643
321.72894,194,400.729864
271.76855,855,400.754124
220.74551,734,400.770244
342.65582,175,400.770324
325.16443,245,400.795275
338.05725,199,400.823053
262.32352,790,400.829161
311.86533,223,400.873648
342.85693,184,400.879722
249.63342,621,400.933205
300.61813,199,400.964429
299.34857,296,400.992358
325.93594,294,400.992436
-49.364147,98,401.005509
280.1037,248,401.035145
314.9608,184,401.058257
297.777,181,401.077394
324.86655,198,405.460442
316.71893,192,405.485354
304.6384,177,405.503694
321.33252,184,405.510581
48.78974,99,405.514136
325.18683,250,405.527428
215.46666,864,405.541779
313.02896,278,405.572238
314.65475,223,405.624393
286.20258,186,405.63284
332.12378,231,405.668041
263.78217,230,405.695781
308.63586,185,405.701677
288.8653,237,405.708556
317.70862,203,405.712002
-18.108418,96,405.733438
345.6397,177,405.759026
312.77737,189,405.827922
302.79526,201,405.850441
332.50775,208,405.852296
300.10318,220,405.854671
315.21185,207,405.872926
45.35732,102,405.873008
350.9588,163,405.917845
342.27274,231,405.940254
312.2823,186,405.95443
352.89606,158,405.992712
305.52377,172,406.016417
306.5566,170,406.038972
321.65137,220,406.058263
289.93726,236,406.109792
306.41962,198,406.10987
291.10254,165,406.221717
285.34473,207,406.240233
306.84213,232,406.265543
281.89716,239,406.274194
294.1314,261,406.287946
303.72705,240,406.334829
317.41534,228,406.345424
319.5333,276,406.360423
317.21497,182,406.368709
312.1541,293,406.36879
277.6976,252,406.420822
335.6497,187,406.427472
303.53546,282,406.490819
312.77917,262,406.550383
334.53928,157,406.60251
316.3139,210,406.622494
293.91174,229,406.622574
310.6709,192,406.649528
327.76044,238,406.661925
253.18369,978,406.671873
283.68726,173,406.712384
307.30408,226,406.74677
257.97363,230,406.753931
306.7303,279,406.757536
63.987576,135,406.83796
259.53128,252,406.853786
323.4643,300,406.864502
273.42493,233,406.891449
349.58887,165,406.914657
309.706,212,406.922542
297.40726,429,406.964795
307.21436,192,407.007583
314.03143,214,407.064166
310.7013,226,407.095261
335.46732,180,407.100139
329.46454,191,407.116949
297.08295,162,407.149618
327.03955,155,407.156138
344.076,251,407.175188
327.61703,179,407.208238
335.02722,166,411.404571
327.58664,348,411.433731
318.23462,206,411.459416
61.65446,106,411.468341
287.6252,174,411.559321
328.4458,163,411.620667
252.75078,259,411.623185
335.68246,193,411.681128
332.5086,289,411.704745
323.0346,201,411.712751
329.96857,242,411.721633
313.03094,173,411.721712
336.9643,367,411.760614
343.5642,224,411.843229
302.31607,267,411.849698
318.57123,187,411.873237
85.21738,115,411.906312
348.88898,179,411.926183
285.48157,379,411.93694
329.29572,154,411.942355
328.24066,196,411.958628
128.5504,1000,411.976739
328.46515,307,412.009394
247.98434,341,412.039593
298.35272,160,412.044683
322.8247,187,412.049883
12.401089,116,412.057687
264.16687,667,412.124566
283.7866,255,412.164742
314.84927,269,412.171578
321.25177,196,412.200309
328.0766,169,412.226332
325.58145,183,412.233988
342.22253,194,412.280634
298.73883,199,412.284293
286.0051,198,412.301505
288.02142,175,412.307711
335.88507,260,412.331444
321.72168,173,412.349472
315.47952,188,412.362513
299.30112,209,412.40501
297.4574,189,412.450852
340.69522,166,412.454421
301.5387,258,412.499667
-8.288815,142,412.531438
251.14029,325,412.535333
322.50473,190,412.557581
338.2339,238,412.58232
286.052,227,412.613553
298.36328,183,412.617677
349.48422,168,412.620017
303.37286,170,412.640313
317.08167,201,412.654692
323.01312,242,412.69557
332.50687,197,412.699359
7.781708,86,412.757762
372.40747,141,412.76619
295.8939,190,412.769701
286.6054,193,412.776839
309.92746,370,412.825808
306.60925,255,412.832061
308.47797,185,412.842522
309.26562,190,412.87673
298.77515,250,412.918965
301.3235,211,412.93228
302.38913,214,412.980582
318.62128,174,412.998279
318.31326,205,413.003181
336.0583,242,413.030902
318.6173,164,413.054242
303.8885,170,413.060566
329.4547,268,413.101653
297.9779,200,413.129292
278.2693,169,413.134527
330.0517,187,413.157727
344.12048,214,417.513174
263.54468,305,417.585253
345.80103,234,417.585344
331.99612,225,417.621722
325.89,195,417.625499
314.72397,186,417.625572
325.23865,185,417.630088
264.39862,237,417.662
325.66388,180,417.676265
304.1724,394,417.68601
319.63266,171,417.703729
323.5965,212,417.707546
309.82944,230,417.767644
352.4593,149,417.781501
356.90192,217,417.83718
23.207443,123,417.871256
307.96237,278,417.908194
292.28943,198,417.964968
337.36395,209,417.987791
324.32837,236,418.003065
314.34088,240,418.011623
339.04327,227,418.026735
309.29825,236,418.034573
331.10272,204,418.060588
292.7353,222,418.073547
280.41766,242,418.101069
286.05438,164,418.131968
314.32425,240,418.132052
314.10138,205,418.152011
282.02454,235,418.197072
298.4317,176,418.247627
333.8252,169,418.294573
326.1567,180,418.347603
329.11597,174,418.35136
306.63446,204,418.36597
304.10187,200,418.372309
99.790665,161,418.423813
323.61935,260,418.527977
306.70923,219,418.53899
312.20306,173,418.540874
272.19666,229,418.540941
331.73175,283,418.544364
233.24283,649,418.584036
278.35345,185,418.606228
305.0294,306,418.620585
325.75824,294,418.626337
301.21533,174,418.647588
310.17905,194,418.678192
310.79288,300,418.712873
320.80157,206,418.725158
20.97224,100,418.783707
307.82562,219,418.789064
333.6323,158,418.805341
302.16086,168,418.817842
289.5342,171,418.825227
334.34494,281,418.839584
273.69037,236,418.934924
334.872,210,418.953248
340.5703,181,418.978021
324.61267,281,419.002448
323.94763,172,419.002528
319.0487,216,419.011912
331.28043,267,419.042826
296.90442,163,419.104499
322.60028,285,419.104583
285.09256,179,419.104595
308.03558,240,419.135273
284.8866,188,419.13535
276.79572,728,419.147327
271.10812,229,419.215941
292.65106,181,423.557613
349.36517,180,423.581643
307.6693,271,423.599629
341.6524,186,423.615952
305.43433,230,423.62824
331.39868,195,423.639504
310.73102,238,423.70252
339.67352,193,423.75413
289.36526,218,423.764999
31.35038,132,423.786816
299.42676,268,423.786887
307.1855,248,423.816595
276.58444,242,423.835619
312.33844,196,423.912066
330.5416,285,423.918591
309.14417,240,423.918674
313.71167,318,423.932218
317.71527,199,423.972077
293.52557,241,424.002788
295.84454,260,424.061453
313.75385,168,424.077342
308.83673,210,424.127402
340.89703,253,424.138839
283.32013,218,424.1631
310.34256,190,424.166638
347.19424,202,424.269114
315.95685,203,424.276721
301.29825,270,424.28554
218.46991,702,424.28884
306.40555,183,424.392638
297.0863,279,424.405529
325.3335,161,424.415653
296.25287,165,424.451846
299.18375,265,424.520751
263.15912,323,424.537686
229.35347,530,424.539685
297.1328,457,424.543144
335.01547,165,424.571261
267.332,365,424.571342
325.46613,248,424.59243
309.54236,188,424.595082
293.5106,189,424.613929
252.46439,379,424.664986
318.3014,190,424.735897
320.3802,191,424.773088
257.99643,295,424.776652
320.42288,161,424.81614
306.56757,249,424.818206
290.55023,259,424.853997
333.52777,188,424.866244
320.6098,173,424.871362
308.2896,206,424.882647
340.00793,250,424.979741
327.1572,224,424.991719
292.38107,247,425.008421
322.1856,265,425.071716
326.25806,193,425.104543
49.237236,130,425.127194
275.10846,281,425.175672
286.76318,168,425.177696
307.11224,197,425.186227
319.8194,248,425.266414
269.52386,278,425.282654
296.5089,240,425.299554
334.1801,253,425.307015
252.54147,396,425.316802
322.72064,304,425.325335
299.744,186,425.335699
326.12015,204,429.513024
251.95123,697,429.523596
281.71634,194,429.579002
316.01526,251,429.607066
-14.895531,96,429.623604
312.67444,168,429.634766
319.16666,231,429.667498
299.91736,225,429.678906
282.92566,242,429.765365
323.40454,190,429.811009
332.19318,216,429.814895
343.83237,180,429.819684
290.93805,195,429.826241
323.1054,199,429.840482
303.18805,220,429.852143
308.59683,306,429.882386
297.2765,222,429.899092
306.8196,165,429.919235
327.30542,207,429.932872
360.03204,179,429.978167
279.87994,199,430.023627
276.5145,266,430.067251
330.84088,268,430.093504
350.96985,189,430.100379
312.07666,184,430.139442
343.17245,183,430.141548
289.93594,181,430.175173
321.2566,160,430.181987
324.04968,212,430.195848
320.67078,187,430.216048
321.92468,170,430.223596
328.78827,187,430.262246
269.1136,250,430.26414
276.91803,162,430.307676
296.65155,255,430.415772
321.32056,171,430.421952
343.3626,212,430.430439
245.93547,551,430.476195
291.32483,184,430.500967
309.50555,248,430.5124
319.8927,178,430.512482
344.96173,175,430.514953
304.90982,272,430.562775
312.09943,242,430.591591
297.65036,180,430.613075
280.8794,220,430.636783
270.72345,274,430.638721
313.36627,198,430.761194
301.46405,206,430.779528
323.20013,161,430.790684
315.66476,222,430.811417
311.4233,211,430.83545
303.05438,174,430.85927
274.54562,214,430.871603
288.03137,174,430.890427
291.8025,232,430.912983
311.6734,172,430.936172
305.75415,190,430.941783
281.65945,327,431.084679
271.80948,189,431.094502
340.01056,160,431.099632
345.28796,191,431.131306
312.56366,185,431.166065
274.91852,176,431.173784
0.7036438,135,431.179735
307.43915,184,431.202108
260.90707,787,431.2128
317.18607,167,431.240432
334.1903,233,435.561533
291.01605,221,435.563647
301.25064,161,435.640459
303.41193,341,435.640539
262.84564,751,435.697778
328.27386,195,435.729223
317.33725,175,435.736842
338.7364,180,435.753332
276.76202,234,435.764012
303.22375,207,435.819411
357.45117,164,435.856349
294.70428,207,435.86756
299.106,252,435.874098
316.10184,237,435.888424
291.5288,191,435.903318
323.8587,188,435.977983
334.83484,149,436.003886
312.17328,210,436.025864
334.19485,163,436.072608
305.49725,227,436.128338
317.37115,166,436.19303
309.74283,176,436.215853
307.1576,169,436.23298
319.28674,191,436.252942
304.16702,278,436.25904
242.61053,986,436.272143
265.39215,291,436.297167
300.17505,186,436.326811
316.38385,168,436.334032
315.88095,197,436.364789
283.18494,853,436.420105
298.4071,322,436.442317
319.81488,212,436.508335
328.4973,241,436.514354
231.24805,373,436.519487
318.42197,191,436.533758
339.52057,199,436.568993
305.304,179,436.583214
307.11322,190,436.597319
331.50888,176,436.61703
303.59662,220,436.628637
329.16074,170,436.736094
319.50964,148,436.789747
338.32208,263,436.798273
304.51456,202,436.812111
329.2943,177,436.823125
294.5302,314,436.831033
321.98865,165,436.870063
267.8526,290,436.885803
316.42935,217,436.889751
329.49744,172,436.911464
321.89893,332,436.923225
278.87244,224,436.984627
338.3086,253,437.005878
287.37146,305,437.045846
336.1219,187,437.056118
319.7414,154,437.076815
141.37352,1000,437.135193
340.9348,202,437.18402
293.31384,175,437.195731
321.84583,190,437.216591
326.3188,253,437.228374
306.3095,256,437.241094
276.88617,244,437.248673
293.7561,222,437.310299
332.6164,243,437.333841
350.36005,204,437.337353
312.08826,411,437.337442
320.23312,164,437.3414
312.82233,216,441.515636
328.36304,205,441.566379
299.51462,240,441.597968
299.27582,205,441.664963
298.67706,206,441.679888
296.8396,188,441.697154
306.89813,201,441.72496
320.61758,228,441.748443
323.63943,170,441.756202
315.0432,202,441.78507
331.9253,209,441.826793
307.78314,199,441.855131
271.5523,230,441.864677
337.0617,234,441.87446
300.76483,172,441.889402
313.21503,148,441.931647
316.9197,154,441.956146
296.86472,238,441.968985
319.34662,198,442.003892
333.47668,164,442.003973
327.7472,154,442.021799
306.79434,231,442.1502
279.93457,229,442.185843
316.0439,185,442.188051
300.97498,215,442.233186
289.056,512,442.235066
323.6209,228,442.277133
291.63272,175,442.283862
337.2746,261,442.287071
295.55713,234,442.303678
289.9317,216,442.314191
331.2766,203,442.318185
314.2658,196,442.369994
350.72998,210,442.377154
281.4132,224,442.400881
306.1293,217,442.526788
322.76007,206,442.541664
342.37463,187,442.601634
304.60565,172,442.606539
302.88428,250,442.616729
334.7851,179,442.623576
291.45593,232,442.697799
78.879295,1000,442.737048
305.58743,212,442.746187
277.7384,268,442.755532
303.341,223,442.763562
332.73517,173,442.860934
350.74475,182,442.861016
260.80542,340,442.880666
288.11652,159,442.907286
60.19258,155,442.917027
326.16785,202,442.973288
168.28697,1000,443.023877
345.43942,156,443.028111
322.23694,179,443.077035
294.4625,254,443.07901
317.87585,210,443.083444
313.7307,184,443.093764
259.2013,492,443.107156
327.73877,144,443.133895
306.80914,420,443.149451
222.28699,528,443.17168
335.5595,166,443.203946
290.77423,203,443.229929
306.9021,281,443.257545
355.00247,168,443.27332
